"Name","K","Kin","Kout","TypeI","TypeII"
"TCF3",387,28,359,0,1
"HCST",2,1,1,0,1
"HEXDC",6,3,3,0,1
"SMAD7",80,70,10,0,1
"HGF",36,32,4,0,1
"PLAU",20,16,4,0,1
"HIPK2",46,43,3,0,1
"HMGN1",26,24,2,0,1
"NR1H2",61,14,47,0,1
"HNRNPA1",78,73,5,0,1
"MEIS1",48,41,7,0,1
"PBX1",254,52,202,0,1
"HOXB7",6,4,2,0,1
"HOXC8",44,42,2,0,1
"SMAD6",25,23,2,0,1
"VDAC1",27,25,2,0,1
"HTRA1",18,12,6,0,1
"ELK4",106,80,26,0,1
"IDH3B",7,6,1,0,1
"IGBP1",17,15,2,0,1
"IGF1",119,117,2,0,1
"RANBP10",17,16,1,0,1
"IL12B",7,6,1,0,1
"IL4R",18,9,9,0,1
"IL18",9,6,3,0,1
"IL1RAP",41,33,8,0,1
"TICAM2",13,8,5,0,1
"NGFR",39,28,11,0,1
"IL21",2,1,1,0,1
"PTPN6",52,13,39,0,1
"SDC1",24,22,2,0,1
"LIMS1",52,47,5,0,1
"IRF8",10,7,3,0,1
"IRF3",37,18,19,0,1
"IRF4",100,37,63,0,1
"PIK3R3",49,45,4,0,1
"TLN1",77,71,6,0,1
"ITGB7",9,3,6,0,1
"ITGB5",28,18,10,0,1
"VTN",5,2,3,0,1
"PRKG1",51,40,11,0,1
"MEN1",23,22,1,0,1
"KCNA2",11,9,2,0,1
"SNAP25",24,22,2,0,1
"VTA1",49,45,4,0,1
"ZNF638",43,38,5,0,1
"KLRD1",27,26,1,0,1
"NUP62",46,44,2,0,1
"LEF1",35,21,14,0,1
"LEPR",28,17,11,0,1
"LPL",17,15,2,0,1
"LRPAP1",36,34,2,0,1
"RTN4",45,39,6,0,1
"LSM2",10,4,6,0,1
"LSM5",14,10,4,0,1
"TRAF4",21,18,3,0,1
"TRAF5",27,23,4,0,1
"MED12",15,13,2,0,1
"PIK3R2",19,14,5,0,1
"MAP1B",106,98,8,0,1
"MAGI2",33,31,2,0,1
"MAP3K2",90,88,2,0,1
"MAP2K7",38,33,5,0,1
"PHC2",35,31,4,0,1
"MAPK8IP3",34,25,9,0,1
"TTF2",72,63,9,0,1
"ZNF512B",65,57,8,0,1
"MBP",20,9,11,0,1
"MED9",13,10,3,0,1
"MEF2A",70,35,35,0,1
"MEOX2",22,21,1,0,1
"PAX3",28,26,2,0,1
"SMC1A",74,67,7,0,1
"SLC9A3R1",34,20,14,0,1
"ZFHX3",106,105,1,0,1
"NMI",14,13,1,0,1
"RAB11A",60,58,2,0,1
"RPS6KB1",54,48,6,0,1
"RXRB",28,22,6,0,1
"NCOA5",10,9,1,0,1
"NR1D2",40,38,2,0,1
"RBPJ",135,59,76,0,1
"NDN",18,14,4,0,1
"PIK3R5",7,6,1,0,1
"NEDD8",14,10,4,0,1
"PSMD4",11,9,2,0,1
"TARBP2",30,27,3,0,1
"NFASC",12,11,1,0,1
"NTRK1",11,3,8,0,1
"NLGN3",13,11,2,0,1
"SFPQ",226,71,155,0,1
"NPPA",3,1,2,0,1
"RXRG",9,7,2,0,1
"SYT2",50,49,1,0,1
"SYT7",47,45,2,0,1
"STX4",33,28,5,0,1
"NUAK1",45,41,4,0,1
"NUP98",46,40,6,0,1
